gene	H2621_L	HP25311_L	HP25337_L	HU1327_L	UWHI366R_L	H2621_H	HP25311_H	HP25337_H	HU1327_H	UWHI366R_H
NKX2-2	26.76012612	47.46212941	40.06909862	52.06210237	27.17021092	22.64630365	42.29510871	24.92744229	42.55793757	23.36919589
PKNOX1	3.500782259	4.053857494	2.345892564	3.196285531	4.591266134	4.753847112	4.382046206	4.509777501	4.225776035	4.619271037
MTMR3	15.39431355	17.54649576	15.09273875	15.9530229	14.95587398	13.13544353	15.06080491	14.46935177	15.08725349	12.73256744
FOXA1	2.143959041	0.608768454	1.930501627	0.438531384	0.740689564	2.953798489	1.38398758	2.497337032	0.663276855	0.886635834
CHD6	10.68502004	14.97917486	13.83511925	18.64936034	12.80918317	9.595848975	13.79533408	12.77105398	16.31432299	10.43477645
NEDD4	2.462316075	1.389944343	1.289123056	1.329316194	2.123195228	2.891995546	1.756956899	2.36636416	1.872947431	2.055420245
MAGI1	12.56180201	14.31921202	17.86104422	13.84595333	13.71324384	11.35067763	13.09110634	11.51922963	12.40743512	10.25548439
EVI5L	3.564136031	5.028443849	1.97526181	5.090267282	4.374170244	2.823946262	4.7374864	1.528929082	4.621032127	3.277486691
EFNB1	5.174888983	2.768895423	3.362268312	8.526476216	4.735176032	6.063844196	3.532205937	4.674462835	10.39413661	5.370226783
FCHSD2	5.917744404	6.333383791	6.512820012	6.704356715	5.796713408	4.870064502	4.883187403	5.91574363	5.72072344	5.293138359
PRR12	8.042059878	10.5178339	5.19628439	12.27175182	8.26498225	6.621595479	9.237006141	4.012501894	9.206926062	7.707744867
ROBO4	0.499326496	0.444561744	0.730009807	5.198234356	1.227068916	0.532279029	0.531181094	1.2023629	7.107099665	1.464109166
CD274	10.16251402	2.946981319	1.82557908	1.850148697	3.805149274	10.95434611	4.140432068	5.940448939	2.673971286	4.623340851
PAMR1	0.897084922	0.56609228	0.801340979	1.2272124	0.431060099	0.889979668	0.998788092	1.82761036	1.81699909	0.54279726
ARID1B	10.62242043	12.09983399	11.53222157	12.12007918	9.828082082	9.257261303	11.01713198	8.882943018	10.44381498	8.511464749
CLIP2	16.98272646	14.15868594	73.32860617	22.24670014	13.04974797	14.33476832	12.71636388	52.14097094	18.36466739	11.74704543
ODC1	56.60206681	34.79046567	35.36016798	29.15096003	55.34102495	65.63463653	37.72379423	66.90577854	36.7987779	58.65167784
SGSM2	6.525260071	9.456953544	8.374502835	9.00653569	8.578915875	6.143341481	8.12248432	6.138074082	7.929599787	6.999603004
SSH2	5.525430778	5.031502976	13.69504447	5.297209339	5.741089805	4.947229873	4.503991294	9.635464702	4.863847222	4.585383246
SPIRE2	1.816127359	3.240446801	2.584483111	3.713137932	2.037461441	1.509042436	2.977012485	2.166435338	3.321268873	1.515872085
HIST1H3C	9.188330931	7.082136592	5.370659834	11.78900711	9.904097761	4.807929332	4.208782449	5.144500284	6.100018449	8.81093667
NEURL4	3.386249728	3.482720599	3.59031282	3.974901908	3.542197798	2.97103962	3.036039163	2.945713296	2.914611044	2.986456219
WFS1	18.26840696	37.63185701	45.57007536	50.797233	27.92364975	16.71055254	30.77608715	45.67299914	44.07137038	23.45856139
SAMD4A	9.186194066	3.964908353	9.469507434	5.558036306	6.648595607	9.988974577	5.323964285	12.09615381	8.372377423	6.480319228
ADCY6	4.727635058	4.914209606	4.526904949	4.978296605	5.185824026	4.586662302	3.78897412	3.966982693	4.465247997	4.100639261
CLK3	3.378378673	2.384398964	3.167430865	3.506855689	2.995895898	2.705805183	2.252148389	3.141326856	2.747353159	2.470112294
URB1	6.290214483	4.371898747	6.91036333	4.455198045	6.814923817	5.7829686	3.690629161	6.072936718	4.462017436	5.042547102
RNF144B	2.391678991	1.310240843	0.52943848	0.714419343	1.423924967	2.81165458	1.75031905	1.292929966	0.980670447	1.628960216
OTUD6B-AS1	6.316283462	8.081664316	3.22633045	6.8749199	6.976967571	7.77693545	10.03296372	6.216057037	7.474172387	7.714926762
IER2	86.93198484	36.43742286	116.5109887	51.82519364	68.6374551	68.52145404	36.55437401	70.00699324	37.98053526	57.94318126
PCF11	14.59756724	11.52184261	9.814762553	11.73977814	13.86581805	13.35635625	10.90006495	9.053613719	10.00145114	10.75563332
FBXO41	4.881429317	7.560312626	7.358198787	8.511325758	6.309855437	4.362708564	6.979888936	5.28278217	7.267827866	5.093573659
EME2	2.446625638	2.683388037	2.679883	2.548778045	2.491947995	2.387062964	2.170126772	2.129007193	2.26397468	1.612545907
HMGXB3	12.77113828	11.50072146	13.83588627	12.98386918	15.41885549	11.88421798	10.67096941	12.24930078	9.996304438	12.43785399
CDK13	12.93248282	10.35164081	15.85756078	11.68958481	13.43019891	11.46539447	10.07278619	11.76276377	10.51285231	10.13355678
ACAP3	5.37079119	7.200119547	13.71193824	8.911934493	6.628506315	4.575158898	6.702048883	10.52421676	7.83021014	5.654738285
RBBP6	15.06372977	12.22363723	25.7767698	12.19189834	14.10598838	13.54161163	11.39456898	13.88838189	9.934695636	10.3389907
STK11	5.841704973	6.724778226	7.173636405	8.217367497	5.759228667	5.296339838	6.256728081	6.149010628	7.054346902	4.647305942
LAMA5	12.78125741	15.69409428	17.59449788	19.16834869	13.82890006	11.05285444	13.80650884	13.87435375	18.47853216	11.6528005
CD248	0.73149619	4.250749151	2.801016382	5.795449632	1.047623484	0.925108029	4.894938535	3.918230076	8.167572142	1.527111374
ARHGDIB	2.329155968	6.373358834	4.455638895	4.831058562	3.887480712	3.140992928	6.302931269	7.393424499	7.244690764	5.538538915
SH3BP5	4.748815567	4.805435313	2.880549746	5.515456506	4.961033222	6.509414585	6.051817492	4.623305134	6.241583244	5.099417841
ARID2	6.201316022	5.305659953	4.772466648	5.614303711	5.166154608	5.724554744	4.758245959	3.206652082	4.615040535	4.206302492
EDEM3	20.17022778	19.46566329	15.19134373	20.09688794	22.68327291	18.25990286	18.03570261	14.57564348	16.60818147	18.36480221
CREBZF	14.49990422	11.91568753	14.39690105	14.5045376	13.49455196	12.81410694	11.58021811	12.57616157	12.99791365	10.33040958
CELSR3	6.891505827	9.485135238	9.785865891	9.965459668	9.126393928	6.297557822	8.17131778	6.750437702	9.809362591	6.863922718
ZNF367	1.823325936	1.438722457	2.756481708	1.291500037	1.6874953	1.846471711	1.971573564	5.223389216	2.031349087	1.806548844
SMARCD1	9.799967873	8.639293142	6.825499876	8.333747237	8.440108133	8.756253337	7.431214555	6.075251996	7.480185585	7.078720721
VEGFA	34.13949679	39.13551169	62.77688148	48.94959424	43.29828857	31.11710568	36.77262849	44.9593143	34.90531239	36.22802436
PSD	3.307095667	6.978765984	5.496532926	7.61894095	4.264136966	2.831487939	6.308354372	4.847112281	6.632455395	3.563425777
IMPA2	9.428365509	8.554566378	6.830830673	6.611587523	8.651201672	8.394668764	7.57683835	5.364362253	5.324416983	7.303566269
MTERF4	3.248565253	4.421586782	3.259860719	3.535125911	4.688532153	3.072991726	3.803762401	3.286620102	2.823303485	3.355415063
ATP8A1	3.181787943	5.312241275	3.000907689	3.994985701	2.862999554	2.792448367	4.90628667	2.831603142	3.677284778	2.058019144
SETD1A	12.24980739	10.58491751	31.47836708	11.58793834	10.25636391	10.16702301	9.776064986	18.26133192	9.952136309	8.429610702
JPH3	1.474172085	4.130232788	1.86351086	1.910391629	2.436688268	1.206599313	3.540588874	1.783478791	1.617711736	1.809041809
FRK	8.376257163	4.910051579	1.483068148	2.865004963	5.399442827	9.419268252	5.733731306	3.812657562	4.193744446	5.674399358
MAGI3	5.723622052	5.092488781	5.612776904	6.323687128	5.101278293	4.777896062	4.623605882	5.711030284	5.265405989	4.15528806
GPAT3	4.911882643	3.839819438	4.368642965	3.693738609	6.395266138	5.556965834	4.436402762	6.045607022	5.347127659	6.879862556
AKR1C1	7.26756195	8.647849122	40.11010228	2.416391854	3.361424308	7.048371571	7.116497933	32.38494901	1.516656384	2.892109686
DLGAP3	3.715032435	5.632420315	8.969734972	7.6374625	3.689947613	3.360622334	3.964296499	6.500490542	6.471079624	3.387171297
LOC101928504	2.989408863	2.000208096	3.000071833	2.740414298	2.20517048	2.354611155	1.63177381	2.524362507	1.459186386	1.351367885
GIMAP6	0.175178595	0.195692549	0.432746935	1.006199084	0.326242023	0.191048693	0.282451283	1.14183346	1.64557955	0.347133424
ABLIM2	3.402350737	6.875269241	7.568456064	9.127766519	3.208073634	2.903761472	6.653378931	6.804393	8.147344194	2.315534908
CCND1	22.40755557	11.82045391	7.955196511	10.88346438	27.90471417	25.44617905	12.12629456	10.52072521	15.93574104	30.81360487
BRSK2	2.271643188	4.396327673	6.683617496	4.470446861	2.800880509	1.934092907	3.824073907	4.171256883	3.820163951	2.368401959
MKLN1	10.45912514	7.93474588	22.72638873	9.005353349	9.235444097	9.021955059	7.541843833	23.01902564	7.253838008	7.307597374
FAM135A	10.31921216	11.4180491	6.169853062	9.074619095	14.47595005	9.658065421	9.953295059	5.713703561	8.269997698	11.79273908
MIR22HG	14.25871338	9.204421864	11.81473122	6.156867634	14.74376171	16.65150095	10.58584531	14.80668381	9.397756672	15.30042997
RTN4RL1	1.337931679	4.868305209	4.977361227	7.301426924	2.93404708	1.443279802	4.28026476	3.580418843	5.068202669	2.005722023
ARHGAP10	3.283205438	2.78136887	2.640412935	3.196865367	3.332782876	3.393910112	3.313187833	3.772122414	4.235006981	3.557386364
ABCC8	20.88071159	53.52632877	34.14731432	41.77944924	48.12144848	18.31209231	49.84557018	22.82590584	37.68490801	38.31820935
HSPA12B	0.15950897	0.168809648	0.28068458	1.00896278	0.182926335	0.171924882	0.256622172	0.571337906	1.995923192	0.1730136
KRT17	55.15712016	11.07035591	20.4290954	7.074502795	27.79197611	58.68093209	16.05738985	26.74434957	10.21050561	27.28041939
EMSY	4.161845055	3.312999987	2.209272364	4.146400979	3.590049214	3.387468815	2.879669397	2.280636601	3.346098197	3.057375144
ZNF862	2.462334719	3.120002382	3.429997853	3.733543754	3.004694194	2.001069925	2.75986827	2.797296572	3.564381326	2.452697754
GDF15	51.93148226	48.63668144	92.4968488	62.20671637	74.28116293	38.55374935	45.55840355	87.08890518	50.81850851	67.47810532
ARID3A	3.839265035	4.560059807	3.973664668	5.968065661	5.080214065	3.003822069	4.462237145	3.4235918	3.839863851	4.267373576
SLC38A4	9.021887058	37.56032403	22.2685695	51.92617149	17.78717473	7.246913612	29.88364747	26.58282745	39.4727963	13.76067752
LAMB4	0.619063356	0.354212421	2.640351993	0.531512365	0.417342657	0.377597273	0.352752135	1.178686911	0.480878763	0.299203476
SH3RF2	2.566156079	0.424086388	0.635911066	0.173923985	1.33446413	2.892408323	0.688614426	1.173913614	0.349505847	1.374348072
ADAMTSL3	0.444535771	0.575320326	0.891944676	1.869784401	0.479057828	0.356544069	0.454525986	0.774048179	1.570383679	0.378138519
EDARADD	10.79713784	13.71670762	11.33981765	13.06774563	12.06608228	8.912006792	12.4513212	11.82524397	10.44646329	9.760767014
TSLP	1.275015731	0.504591436	0.292645875	0.315380347	1.183050041	1.945465123	0.532567936	1.150706556	0.429821707	1.601380098
PNPLA7	1.035545265	3.514811363	1.477355582	3.05868876	1.91932989	0.980446876	3.111066092	1.191005	2.574505616	1.423303146
ALDH1B1	11.60079374	6.747292125	2.323746621	4.832209079	15.60783099	13.6336524	7.328693771	4.026213447	5.771284646	18.20498615
IRX2	32.2677058	46.72095024	36.2560517	103.3721421	25.99645401	28.3194674	42.93240344	23.567798	66.56957877	23.45760831
MIB2	3.15118718	3.774605764	5.465635455	4.152275699	3.220712832	2.951418193	3.238417595	3.82345358	3.621707446	2.602721235
TBC1D20	8.764805656	10.60628202	8.865580022	10.45592405	10.49318494	7.562621962	8.508026626	9.318095737	9.25137019	8.840095889
SLC6A6	47.72720921	77.52963193	39.65640802	62.69313874	58.82151722	42.10216494	69.70566823	33.45528417	45.03885823	53.03766737
ISL1	21.88169303	43.59949702	62.12680977	31.27841724	23.64863174	18.18061816	38.23731312	22.08287931	24.53608313	16.78502258
TAF4B	2.194122735	0.755014411	1.14622002	0.630403203	1.845783436	2.499722439	1.018015719	1.842991643	1.072979349	1.89442803
ZNF335	10.55875563	8.834634359	13.12786055	8.476128515	8.180672879	8.369217165	7.545522396	12.33558963	8.624606574	6.906606657
GOLGA6L2	1.176857166	1.168596241	1.1044751	0.787318835	0.590949316	0.885754928	1.621676467	2.931445893	1.768376326	1.071018744
SLTM	24.73469415	21.98292892	26.84277085	22.4076681	23.90226449	23.10431442	20.12034275	24.58409233	19.20830147	19.5415094
G6PC2	38.97990519	59.25458599	4.094719168	76.91403371	48.10277716	38.09379989	44.1570863	4.452024266	54.51290865	37.17011596
SPTBN4	5.040390361	8.971854461	6.851483507	10.98446385	7.208005062	4.242312574	8.730209647	6.707652382	9.286703026	5.791420858
TCERG1L	1.633006642	3.259303007	1.980551107	2.129647782	1.265144536	1.456418839	2.461852759	1.213597069	1.610446795	1.119144837
LRRC8B	8.07741465	5.645310405	3.601677875	3.367035556	7.996057243	8.676442569	6.563451263	5.929163784	5.371852274	7.647096492
TBC1D4	8.445220836	8.932977458	12.60065475	8.654279794	11.47116449	7.627622659	7.878553182	8.286509325	7.803013442	9.350214154
NASP	7.154420352	7.331534444	6.222002303	6.532755576	5.801942996	7.010172629	6.545549942	5.223256364	5.348548432	4.564421799
PRDM4	20.13415344	20.86314962	19.99181783	17.27550815	20.05965	23.52887455	22.05175839	27.75283684	21.45241226	20.78936409
RIN1	1.157773255	2.004695717	0.742768999	1.653545851	2.156765839	2.0214257	2.789105127	1.493453174	2.794828599	1.709209035
PRDM16	2.354136477	2.045074728	1.403036415	1.731789911	1.997974383	1.707346739	1.834125816	0.797071186	1.522010498	1.664599984
TAF8	3.068230223	3.357709404	3.379436802	3.218376854	2.652641178	2.790387519	2.553137392	2.97973806	2.999067084	2.224828392
CNTF	1.55948549	0.725877522	1.592612491	0.623822159	0.60678947	0.811575475	0.595873428	1.189144534	0.497119373	0.397320709
LONRF2	8.898726055	11.68850239	6.179304782	7.139824442	8.012249394	11.07859772	14.16678591	8.740538013	8.969683405	7.255990165
CDH3	7.133967001	2.388641472	1.573462181	1.154272741	5.529745111	8.309956364	2.656892587	1.932469547	1.545737714	7.488187091
SFMBT1	6.125645334	6.345569636	4.967394183	6.27146637	6.188944293	5.185800205	5.791645626	4.672597485	5.163384938	5.2529049
LRRN3	1.184466361	1.231917852	1.539253167	0.600277549	1.274507595	1.270737096	1.33172982	2.734206633	1.303557466	1.68346256
GATAD2B	10.07707434	9.808505	16.08967752	10.96448715	9.623354173	8.728890826	8.505492543	13.53816422	9.464725649	8.90792365
PROX1	8.55890044	10.08905119	24.41292559	14.60952511	10.14621834	7.488148516	8.953005069	20.99786618	12.33920504	9.286609403
CNIH3	1.558765285	2.998267498	2.161644063	5.094718357	2.199321221	1.740008743	3.588239917	3.250926381	7.136545979	2.552899729
GIGYF2	18.5863621	17.23008899	15.30825911	17.98641339	17.62288528	16.28548417	16.36513886	14.56317976	15.37184103	14.62965449
MSL1	12.85472618	11.49866574	23.38883868	15.19956756	12.16959727	11.80739651	11.04621197	16.29231023	11.44612646	10.11566981
ATP8B2	9.533646458	11.25756322	17.37552526	13.60925863	10.54688414	8.590576014	9.684050661	14.13901878	12.5546868	9.262474271
BCYRN1	2.098606341	1.471056502	1.088570907	2.079906084	1.031645141	2.658320474	2.460320088	5.911696142	2.698822175	1.197922939
ZBTB34	3.870127346	2.601174373	1.88269028	2.660854128	3.259321209	4.370087614	3.124068509	2.935757198	3.593092766	3.223539918
CELSR2	3.078438568	6.156645727	2.409464759	5.205454896	2.957057552	2.778342759	5.151270111	1.968377736	4.49622144	2.650209055
IFFO1	1.857438762	2.906442604	1.799458829	2.865568891	2.313997188	1.443027143	2.393435906	1.862333549	2.623116305	1.528594882
MAU2	5.686626056	6.124127436	2.527707174	6.447500316	5.390047334	4.906277839	5.338818275	2.743301809	5.41754194	4.29154946
SYNJ2	23.45432437	16.70359323	33.29746797	20.56795017	22.50033168	21.18846518	15.87601589	21.1578475	17.23749237	17.94479731
USH2A	0.830265374	0.876604768	2.384334704	2.889842674	0.172711043	0.580845952	0.692469736	2.87818267	2.161255302	0.110364703
SYNRG	7.852232353	7.549324134	8.82616222	6.650131696	7.980743931	6.994320228	6.96278068	8.255734172	6.333946798	6.398338487
FBLN5	0.781552441	0.490980752	1.810319392	0.733498874	0.394738582	1.046922846	0.626858012	2.617932889	0.931835466	0.543633091
CDON	3.442151543	4.768985613	3.37259361	5.164953257	4.783875412	3.131040677	4.398430338	3.054420381	4.238040177	3.930688146
SPICE1	4.146305	4.311174037	3.487181057	4.561250794	4.40067808	3.724159455	3.891295515	3.287792148	4.279003784	3.083585815
LOC101929011	0.610150975	0.6682368	0.599991971	0.382856989	0	0.339237234	1.692687437	1.293133927	1.951227402	0.085346365
SPOCD1	1.56477861	0.685334439	0.809662478	1.027997997	1.010238344	1.643332774	0.959887309	1.098720527	1.847096207	1.142851917
ZBTB17	8.527879449	7.827345744	8.857903228	8.582567752	9.020200785	7.718650492	7.409820774	6.313760228	6.722404352	7.372234885
ASXL2	10.55346302	9.77502627	8.588640159	10.82906441	11.1890129	9.108438013	8.81902994	9.202003411	8.581347376	9.082643082
PCDH12	0.305299876	0.338059754	0.417059955	2.979574689	0.599743741	0.373360975	0.438548542	1.082818729	3.78433828	0.748266467
BPTF	22.88850501	21.46494067	26.17751954	22.12468119	21.79358362	19.99103205	19.60201869	21.16619447	19.87338974	19.13482422
PHF21A	5.525527123	6.386945814	9.544633149	8.313567275	5.563498766	5.240464845	5.792183247	8.576010057	6.09160445	4.637820016
LMNB1	2.124412139	2.752463873	1.229024672	2.209228974	1.655716556	2.607361202	3.437540403	1.980511847	2.680133773	1.903028307
NFKBIA	401.3925233	77.64920648	259.5654986	96.6945422	196.9522494	382.9726444	65.39016561	116.4479075	71.29590314	154.0356759
GTF2IRD1	5.850187912	6.715661085	9.2127113	6.522756589	6.639881392	5.294122675	6.072891719	6.415851447	5.9923204	5.276017052
ZZEF1	13.37685608	14.98734198	13.47302229	16.44830467	14.9199613	12.46521756	13.53232784	12.30304122	15.59171685	11.74447386
HNF1A	4.711623325	8.033768795	11.04689878	6.798287571	4.865138579	4.326879368	6.79105196	7.099430885	5.832563682	4.138021022
DTX4	3.203374039	2.35005906	1.483799905	1.55167518	2.199321221	3.724799827	3.351934246	1.705213838	1.967972649	2.763057467
PC	3.049961473	4.29289942	13.77778489	6.331394053	3.417229339	2.643313478	3.370600297	12.45342362	4.453027337	3.254652234
SGMS2	22.77082916	14.06433499	8.8334996	12.66655047	21.52711735	24.03653916	17.26082412	15.81099872	16.60632606	20.60749872
MARK2	17.39084582	15.75572631	14.8095192	16.98604052	16.72988858	15.49225802	13.53677381	13.05444576	14.34492334	15.38253694
LMNTD1	0.876992458	0.864433218	0.438760103	0.366862963	0.832641193	1.110640265	0.983697586	1.021120623	0.697654472	1.076782923
FAS	2.062838416	1.637619838	1.197373862	1.808248062	2.236993118	2.911094501	1.795350483	2.982075749	2.411934531	2.435596833
SDC4	90.88131057	21.37224218	14.13114767	11.5222729	40.24583554	96.74056032	24.0843057	23.29227736	13.22894122	45.79017916
